"","gndr","eisced","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"381","Mujer","Formación Profesional",46,5,60,1,0.08,1,4,9,5
"382","Hombre","Secundaria Inferior",69,300,150,2.5,5,6,8,10,4
"383","Mujer","Secundaria SUperior",71,30,NA,NA,0.5,3,9,5,4
"384","Mujer","Formación Profesional",38,15,570,9.5,0.25,0,5,8,5
"385","Hombre","Secundaria SUperior",72,60,110,1.83,1,5,5,6,3
"386","Mujer",NA,NA,120,240,4,2,NA,NA,6,2
"387","Hombre","Máster/Doctorado",66,120,30,0.5,2,2,9,10,5
"388","Mujer","Secundaria SUperior",NA,60,180,3,1,1,4,7,5
"389","Hombre","Secundaria SUperior",63,90,60,1,1.5,3,8,8,4
"390","Hombre","Bachiller",57,360,360,6,6,0,8,8,2
"391","Mujer","Secundaria SUperior",41,0,480,8,0,2,6,2,5
"392","Mujer","Secundaria SUperior",61,140,180,3,2.33,2,7,8,4
"393","Mujer","Grado Universitario",31,60,720,12,1,2,9,8,4
"394","Hombre","Formación Profesional",34,120,240,4,2,2,5,4,4
"395","Hombre","Primaria",69,90,NA,NA,1.5,4,3,7,4
"396","Hombre","Máster/Doctorado",34,15,240,4,0.25,2,8,8,5
"397","Hombre","Formación Profesional",26,15,120,2,0.25,0,10,7,5
"398","Hombre","Secundaria SUperior",72,30,NA,NA,0.5,5,8,8,4
"399","Hombre","Máster/Doctorado",29,90,600,10,1.5,7,10,10,5
"400","Mujer","Formación Profesional",23,60,360,6,1,4,6,7,3
"401","Mujer","Formación Profesional",63,0,NA,NA,0,0,3,10,5
"402","Mujer","Formación Profesional",42,120,840,14,2,5,9,2,5
"403","Hombre","Máster/Doctorado",73,60,180,3,1,4,7,8,4
"404","Hombre","Máster/Doctorado",38,120,420,7,2,6,9,7,4
"405","Mujer",NA,37,5,60,1,0.08,2,4,5,3
"406","Hombre","Máster/Doctorado",NA,60,240,4,1,1,8,8,4
"407","Mujer","Secundaria SUperior",59,150,90,1.5,2.5,4,9,8,3
"408","Mujer","Formación Profesional",46,60,360,6,1,2,5,9,5
"409","Mujer","Secundaria SUperior",52,60,720,12,1,0,5,5,4
"410","Hombre","Formación Profesional",21,5,600,10,0.08,8,9,8,5
"411","Mujer","Bachiller",23,360,600,10,6,1,6,8,4
"412","Hombre","Secundaria SUperior",49,15,180,3,0.25,0,8,9,4
"413","Hombre","Secundaria SUperior",51,60,600,10,1,1,7,5,4
"414","Mujer","Grado Universitario",26,60,240,4,1,3,8,10,4
"415","Hombre","Secundaria SUperior",35,30,180,3,0.5,2,4,5,3
"416","Mujer","Secundaria Inferior",62,90,NA,NA,1.5,5,9,8,3
"417","Hombre","Secundaria SUperior",43,30,120,2,0.5,0,0,5,4
"418","Mujer","Máster/Doctorado",40,60,180,3,1,2,7,7,4
"419","Hombre","Grado Universitario",29,60,210,3.5,1,4,8,7,5
"420","Hombre",NA,61,60,210,3.5,1,3,10,5,1
"421","Hombre","Máster/Doctorado",73,120,NA,NA,2,0,5,9,5
"422","Hombre","Secundaria SUperior",58,60,120,2,1,7,9,9,5
"423","Mujer","Secundaria SUperior",45,5,59,0.98,0.08,0,0,6,5
"424","Mujer","Secundaria SUperior",62,180,150,2.5,3,4,7,9,5
"425","Mujer","Grado Universitario",32,60,600,10,1,5,7,5,4
"426","Hombre","Grado Universitario",76,60,NA,NA,1,3,8,9,3
"427","Hombre","Formación Profesional",69,20,180,3,0.33,5,5,1,5
"428","Mujer","Formación Profesional",47,10,360,6,0.17,0,8,4,4
"429","Hombre","Secundaria SUperior",26,75,420,7,1.25,3,9,3,4
"430","Mujer","Secundaria SUperior",63,60,20,0.33,1,4,9,8,4
"431",NA,NA,NA,10,60,1,0.17,5,5,8,5
"432","Hombre","Máster/Doctorado",41,60,420,7,1,4,7,2,5
"433","Hombre","Máster/Doctorado",49,15,300,5,0.25,1,8,8,5
"434","Mujer","Bachiller",55,210,180,3,3.5,5,7,3,4
"435","Hombre","Secundaria SUperior",57,90,600,10,1.5,8,9,8,4
"436","Hombre","Secundaria SUperior",31,20,150,2.5,0.33,3,7,7,5
"437","Hombre","Formación Profesional",68,60,NA,NA,1,0,9,8,4
"438",NA,NA,NA,170,300,5,2.83,0,NA,10,3
"439","Mujer","Máster/Doctorado",55,15,60,1,0.25,4,8,8,3
"440","Hombre","Formación Profesional",32,30,270,4.5,0.5,1,3,9,5
"441","Mujer","Secundaria SUperior",NA,60,360,6,1,3,6,NA,5
"442","Mujer","Secundaria Inferior",17,20,300,5,0.33,2,5,7,4
"443","Mujer","Máster/Doctorado",38,60,300,5,1,5,9,8,5
"444","Hombre","Máster/Doctorado",61,60,180,3,1,6,7,9,4
"445","Mujer","Grado Universitario",65,150,180,3,2.5,0,2,8,4
"446","Hombre","Secundaria SUperior",34,30,60,1,0.5,1,5,9,4
"447","Mujer","Secundaria SUperior",43,60,90,1.5,1,7,9,7,4
"448","Mujer","Grado Universitario",70,120,NA,NA,2,3,7,7,2
"449","Hombre","Máster/Doctorado",66,90,180,3,1.5,2,8,10,5
"450","Hombre","Formación Profesional",44,90,600,10,1.5,0,9,7,3
"451","Hombre","Formación Profesional",30,0,510,8.5,0,0,1,10,5
"452",NA,"Primaria",NA,2,120,2,0.03,6,7,8,4
"453","Mujer","Formación Profesional",47,20,15,0.25,0.33,5,6,9,5
"454","Mujer","Máster/Doctorado",32,30,240,4,0.5,3,9,8,4
"455","Hombre",NA,26,0,480,8,0,0,5,5,4
"456","Mujer","Secundaria SUperior",62,120,30,0.5,2,1,5,1,3
"457","Hombre","Máster/Doctorado",48,0,360,6,0,1,8,8,5
"458","Hombre","Secundaria Inferior",65,120,30,0.5,2,5,7,9,5
"459","Hombre","Secundaria SUperior",61,90,120,2,1.5,1,4,5,4
"460","Hombre","Secundaria Inferior",36,75,180,3,1.25,9,9,8,4
"461","Mujer","Secundaria Inferior",69,120,NA,NA,2,0,0,2,5
"462","Mujer","Secundaria SUperior",43,15,60,1,0.25,3,8,9,4
"463","Mujer","Secundaria Inferior",15,15,60,1,0.25,6,10,10,5
"464","Hombre","Secundaria SUperior",65,110,90,1.5,1.83,3,2,8,4
"465","Hombre","Máster/Doctorado",45,307,642,10.7,5.12,3,1,10,4
"466","Hombre","Formación Profesional",63,60,120,2,1,5,9,9,5
"467","Hombre","Secundaria SUperior",34,30,40,0.67,0.5,6,7,10,5
"468","Hombre","Secundaria SUperior",52,120,180,3,2,3,5,10,5
"469",NA,"Secundaria SUperior",NA,10,50,0.83,0.17,1,4,8,5
"470","Hombre","Máster/Doctorado",58,120,480,8,2,1,6,6,5
"471","Mujer","Secundaria SUperior",73,60,120,2,1,5,7,8,4
"472","Hombre","Secundaria SUperior",61,120,120,2,2,4,8,7,4
"473","Mujer","Máster/Doctorado",30,90,720,12,1.5,4,10,8,5
"474","Mujer","Máster/Doctorado",53,60,480,8,1,3,7,10,4
"475","Mujer","Secundaria Inferior",46,NA,270,4.5,NA,10,10,0,3
"476","Mujer","Formación Profesional",61,30,45,0.75,0.5,2,6,5,4
"477","Mujer","Secundaria SUperior",89,120,90,1.5,2,5,6,8,3
"478","Mujer","Secundaria SUperior",39,30,60,1,0.5,0,6,8,4
"479","Hombre","Bachiller",65,60,240,4,1,0,8,4,4
"480","Hombre","Máster/Doctorado",28,145,930,15.5,2.42,4,8,8,5
"481","Hombre","Formación Profesional",19,20,600,10,0.33,5,10,10,5
"482","Mujer","Secundaria SUperior",73,30,NA,NA,0.5,2,7,8,4
"483",NA,"Secundaria SUperior",NA,140,NA,NA,2.33,0,0,0,1
"484","Mujer","Grado Universitario",64,120,480,8,2,4,8,10,5
"485","Mujer","Formación Profesional",25,15,120,2,0.25,0,1,10,5
"486","Hombre","Formación Profesional",72,90,90,1.5,1.5,5,5,10,5
"487","Mujer","Bachiller",25,45,840,14,0.75,3,9,8,4
"488","Hombre","Secundaria Inferior",18,180,420,7,3,0,10,7,4
"489","Mujer","Secundaria SUperior",65,10,30,0.5,0.17,1,5,9,4
"490","Mujer","Secundaria SUperior",49,NA,90,1.5,NA,7,8,8,4
"491","Hombre","Secundaria SUperior",51,120,720,12,2,0,5,9,4
"492","Hombre","Secundaria SUperior",56,5,NA,NA,0.08,1,5,4,4
"493","Mujer","Secundaria SUperior",62,60,NA,NA,1,3,8,8,4
"494","Hombre","Formación Profesional",41,90,240,4,1.5,4,9,5,4
"495","Mujer","Secundaria Inferior",90,60,NA,NA,1,5,8,5,1
"496","Mujer","Secundaria SUperior",47,120,60,1,2,2,2,7,4
"497","Hombre","Máster/Doctorado",65,120,300,5,2,0,10,9,5
"498","Mujer","Secundaria SUperior",54,75,170,2.83,1.25,2,4,8,5
"499","Mujer","Secundaria SUperior",62,30,60,1,0.5,1,1,8,4
"500","Hombre","Formación Profesional",66,60,120,2,1,0,8,9,5
"501","Hombre","Bachiller",46,180,360,6,3,5,8,4,4
"502","Hombre","Secundaria Inferior",75,30,45,0.75,0.5,2,6,6,4
"503","Mujer","Máster/Doctorado",NA,30,45,0.75,0.5,0,8,8,5
"504","Hombre","Máster/Doctorado",58,60,600,10,1,7,10,10,5
"505","Mujer","Grado Universitario",25,50,375,6.25,0.83,5,10,8,4
"506","Hombre","Secundaria SUperior",50,60,120,2,1,4,6,8,2
"507","Mujer","Bachiller",20,30,180,3,0.5,4,8,8,5
"508","Hombre","Secundaria SUperior",28,60,300,5,1,4,5,10,5
"509","Mujer","Secundaria SUperior",40,75,90,1.5,1.25,5,10,8,4
"510","Hombre","Formación Profesional",47,60,480,8,1,5,10,9,2
"511","Mujer","Bachiller",37,60,360,6,1,1,9,5,4
"512","Mujer","Secundaria SUperior",90,90,NA,NA,1.5,2,7,8,4
"513","Mujer","Máster/Doctorado",41,120,120,2,2,6,9,9,4
"514","Hombre","Formación Profesional",54,60,120,2,1,6,7,8,4
"515","Mujer","Secundaria SUperior",60,120,60,1,2,0,3,7,5
"516","Hombre","Bachiller",32,30,420,7,0.5,4,5,6,4
"517","Mujer","Máster/Doctorado",39,60,240,4,1,3,9,8,5
"518","Hombre","Formación Profesional",38,20,360,6,0.33,2,8,9,5
"519","Mujer","Secundaria SUperior",69,60,120,2,1,8,9,8,4
"520","Hombre","Secundaria SUperior",65,60,300,5,1,3,7,8,3
"521","Hombre","Secundaria SUperior",80,120,45,0.75,2,4,7,9,4
"522","Hombre","Secundaria SUperior",30,40,140,2.33,0.67,2,6,8,5
"523","Mujer","Formación Profesional",23,120,360,6,2,0,1,1,5
"524","Hombre","Secundaria SUperior",68,30,NA,NA,0.5,2,3,7,4
"525","Hombre","Formación Profesional",63,60,180,3,1,1,4,9,3
"526","Mujer","Formación Profesional",42,30,60,1,0.5,3,9,9,5
"527","Hombre","Máster/Doctorado",47,30,120,2,0.5,5,10,9,4
"528","Hombre","Secundaria SUperior",60,30,NA,NA,0.5,3,7,9,4
"529","Mujer","Máster/Doctorado",33,60,120,2,1,0,5,10,5
"530","Hombre","Secundaria Inferior",58,50,NA,NA,0.83,1,9,8,3
"531","Mujer","Secundaria SUperior",45,0,120,2,0,1,5,8,4
"532","Mujer","Secundaria SUperior",46,40,480,8,0.67,4,9,9,5
"533","Mujer","Formación Profesional",26,10,NA,NA,0.17,3,6,8,5
"534","Hombre","Formación Profesional",61,40,60,1,0.67,1,5,6,3
"535","Hombre","Grado Universitario",44,20,300,5,0.33,8,9,8,5
"536","Mujer","Máster/Doctorado",47,30,120,2,0.5,2,9,9,4
"537","Mujer","Secundaria SUperior",31,30,180,3,0.5,2,10,7,4
"538","Mujer","Formación Profesional",49,60,90,1.5,1,5,4,8,4
"539","Mujer","Formación Profesional",35,20,113,1.88,0.33,1,3,1,5
"540","Mujer","Máster/Doctorado",41,90,225,3.75,1.5,6,8,6,4
"541","Mujer","Grado Universitario",57,30,40,0.67,0.5,3,8,8,4
"542","Hombre","Secundaria SUperior",60,30,60,1,0.5,0,10,8,4
"543","Hombre","Secundaria SUperior",20,30,240,4,0.5,1,8,7,5
"544","Mujer","Grado Universitario",36,10,480,8,0.17,3,4,7,4
"545","Hombre","Máster/Doctorado",42,61,NA,NA,1.02,1,7,4,3
"546","Mujer","Secundaria SUperior",43,20,150,2.5,0.33,0,7,8,4
"547",NA,"Secundaria SUperior",67,60,NA,NA,1,6,5,5,4
"548","Hombre","Máster/Doctorado",31,15,840,14,0.25,1,9,8,5
"549","Mujer","Secundaria SUperior",82,120,NA,NA,2,0,6,5,3
"550","Mujer","Secundaria SUperior",61,50,110,1.83,0.83,5,7,5,4
"551","Hombre","Secundaria SUperior",48,30,240,4,0.5,6,8,8,4
"552","Hombre","Máster/Doctorado",62,60,90,1.5,1,2,8,5,1
"553","Mujer","Secundaria SUperior",34,30,60,1,0.5,0,4,8,4
"554","Mujer","Máster/Doctorado",49,60,60,1,1,2,8,1,2
"555","Mujer","Secundaria SUperior",82,120,NA,NA,2,5,10,8,4
"556","Hombre","Primaria",33,0,360,6,0,7,10,2,3
"557","Hombre","Secundaria SUperior",79,150,60,1,2.5,3,4,9,4
"558",NA,"Formación Profesional",NA,8,30,0.5,0.13,0,5,5,3
"559","Mujer","Grado Universitario",59,30,180,3,0.5,5,5,7,4
"560","Hombre","Formación Profesional",49,30,60,1,0.5,2,7,5,4
"561","Hombre","Formación Profesional",50,90,180,3,1.5,4,8,8,5
"562","Hombre","Secundaria SUperior",53,60,30,0.5,1,6,10,9,4
"563","Mujer","Secundaria Inferior",67,60,NA,NA,1,0,4,10,3
"564",NA,NA,NA,10,480,8,0.17,5,7,9,5
"565","Hombre","Secundaria Inferior",74,120,NA,NA,2,7,8,8,4
"566","Mujer","Secundaria Inferior",18,45,320,5.33,0.75,0,8,6,3
"567","Hombre","Secundaria SUperior",40,15,60,1,0.25,2,6,9,5
"568","Mujer","Secundaria Inferior",15,30,120,2,0.5,5,6,8,5
"569","Mujer","Secundaria Inferior",17,20,150,2.5,0.33,2,9,4,4
"570","Hombre","Máster/Doctorado",63,60,180,3,1,3,8,9,4
"571","Mujer","Máster/Doctorado",38,180,600,10,3,5,8,8,4
"572","Hombre","Secundaria SUperior",58,30,NA,NA,0.5,3,6,9,4
"573","Mujer","Grado Universitario",57,110,NA,NA,1.83,2,5,7,4
"574","Mujer","Grado Universitario",54,10,150,2.5,0.17,0,0,0,5
"575","Hombre","Secundaria Inferior",51,30,330,5.5,0.5,0,5,9,4
"576","Hombre","Secundaria SUperior",66,2,NA,NA,0.03,0,5,7,4
"577","Mujer","Secundaria SUperior",48,60,360,6,1,0,3,8,4
"578","Hombre","Formación Profesional",62,120,960,16,2,6,9,8,4
"579","Hombre","Formación Profesional",70,20,NA,NA,0.33,3,5,8,3
"580","Mujer","Secundaria SUperior",65,90,NA,NA,1.5,8,10,9,3
"581","Hombre","Secundaria SUperior",89,60,NA,NA,1,2,8,6,4
"582","Mujer","Máster/Doctorado",37,30,60,1,0.5,4,8,9,4
"583","Mujer","Máster/Doctorado",55,60,120,2,1,5,9,10,5
"584","Mujer","Secundaria SUperior",61,90,90,1.5,1.5,3,6,9,4
"585","Mujer","Secundaria SUperior",70,90,165,2.75,1.5,7,10,9,3
"586","Mujer","Secundaria Inferior",59,120,120,2,2,3,8,9,3
"587","Hombre","Formación Profesional",60,30,NA,NA,0.5,3,7,7,4
"588","Mujer","Bachiller",24,120,240,4,2,0,10,7,5
"589","Mujer","Grado Universitario",37,10,60,1,0.17,0,5,5,3
"590","Hombre","Grado Universitario",29,60,240,4,1,3,8,9,5
"591","Mujer",NA,17,120,600,10,2,0,0,3,5
"592","Mujer",NA,18,20,60,1,0.33,3,7,9,4
"593","Hombre","Formación Profesional",44,60,180,3,1,4,8,8,4
"594","Mujer","Formación Profesional",67,120,60,1,2,3,5,8,4
"595","Hombre","Máster/Doctorado",50,60,540,9,1,4,8,8,4
"596","Mujer","Formación Profesional",37,90,180,3,1.5,1,3,6,4
"597","Hombre","Grado Universitario",28,120,360,6,2,7,9,8,4
"598","Mujer","Secundaria SUperior",46,60,60,1,1,3,3,5,1
"599","Hombre","Formación Profesional",28,15,390,6.5,0.25,0,6,7,5
"600","Hombre","Secundaria Inferior",44,60,150,2.5,1,5,7,8,5
"601","Hombre","Formación Profesional",68,180,240,4,3,4,9,10,4
"602","Mujer","Formación Profesional",45,45,120,2,0.75,3,8,9,5
"603","Hombre","Secundaria SUperior",59,120,NA,NA,2,4,7,1,5
"604","Mujer","Formación Profesional",61,60,30,0.5,1,1,7,9,4
"605","Hombre","Secundaria SUperior",57,60,120,2,1,2,6,5,3
"606","Hombre","Máster/Doctorado",61,85,300,5,1.42,0,2,6,4
"607","Hombre","Grado Universitario",30,30,240,4,0.5,1,8,10,4
"608","Hombre","Secundaria SUperior",56,30,30,0.5,0.5,1,8,9,4
"609","Mujer",NA,85,150,NA,NA,2.5,2,NA,5,3
"610","Hombre","Máster/Doctorado",69,120,180,3,2,4,7,8,4
"611","Hombre","Secundaria SUperior",59,40,NA,NA,0.67,1,4,5,2
"612","Mujer","Formación Profesional",27,60,660,11,1,5,4,7,3
"613","Mujer","Máster/Doctorado",31,10,120,2,0.17,2,5,9,5
"614","Hombre","Secundaria SUperior",56,30,60,1,0.5,0,3,7,4
"615","Hombre","Máster/Doctorado",80,60,60,1,1,5,9,8,5
"616","Hombre","Formación Profesional",71,90,150,2.5,1.5,3,4,8,4
"617","Mujer","Primaria",85,30,NA,NA,0.5,3,7,6,4
"618","Mujer","Grado Universitario",62,120,120,2,2,6,10,8,5
"619","Hombre","Máster/Doctorado",NA,120,NA,NA,2,1,6,9,4
"620","Mujer","Secundaria Inferior",51,60,60,1,1,0,5,10,3
"621","Mujer","Secundaria Inferior",16,30,150,2.5,0.5,0,6,5,5
"622","Hombre","Formación Profesional",81,90,240,4,1.5,2,9,8,4
"623","Mujer","Formación Profesional",25,179,299,4.98,2.98,0,8,6,5
"624","Hombre","Secundaria SUperior",27,20,300,5,0.33,0,4,5,4
"625","Hombre","Formación Profesional",26,120,240,4,2,3,8,8,5
"626","Hombre","Secundaria SUperior",56,90,90,1.5,1.5,2,5,8,4
"627","Mujer","Bachiller",52,120,480,8,2,3,7,8,5
"628",NA,NA,NA,30,45,0.75,0.5,4,7,8,4
"629","Mujer","Máster/Doctorado",47,60,540,9,1,7,9,7,4
"630","Hombre","Secundaria SUperior",54,10,480,8,0.17,0,7,3,5
"631","Hombre","Secundaria SUperior",60,60,35,0.58,1,4,6,8,4
"632","Mujer","Grado Universitario",68,180,120,2,3,3,9,8,4
"633","Mujer","Formación Profesional",59,20,60,1,0.33,0,4,2,4
"634","Hombre",NA,62,180,300,5,3,1,9,2,1
"635","Mujer","Formación Profesional",71,90,140,2.33,1.5,2,8,10,4
"636","Mujer","Grado Universitario",64,40,60,1,0.67,4,8,8,5
"637","Mujer","Secundaria SUperior",59,15,180,3,0.25,1,5,8,3
"638","Mujer","Secundaria SUperior",NA,20,300,5,0.33,3,8,7,4
"639","Hombre","Máster/Doctorado",35,60,180,3,1,3,9,8,5
"640","Mujer","Bachiller",61,60,NA,NA,1,4,5,10,3
"641","Mujer","Secundaria Inferior",64,80,30,0.5,1.33,5,4,5,5
"642","Hombre","Formación Profesional",31,60,600,10,1,3,8,9,4
"643","Mujer","Bachiller",82,30,NA,NA,0.5,0,10,10,5
"644","Hombre","Grado Universitario",27,60,360,6,1,3,8,10,5
"645","Mujer","Formación Profesional",37,60,60,1,1,2,9,6,3
"646","Hombre","Bachiller",24,90,180,3,1.5,3,9,6,5
"647","Hombre","Máster/Doctorado",48,60,480,8,1,5,9,10,5
"648","Hombre","Grado Universitario",53,30,60,1,0.5,2,9,2,3
"649","Mujer","Grado Universitario",32,10,300,5,0.17,2,10,10,5
"650","Mujer","Secundaria SUperior",70,90,60,1,1.5,2,5,7,4
"651","Mujer","Máster/Doctorado",33,60,420,7,1,4,9,8,5
"652","Hombre","Secundaria SUperior",66,90,30,0.5,1.5,6,7,9,4
"653","Hombre","Formación Profesional",57,210,390,6.5,3.5,10,10,0,5
"654","Hombre","Grado Universitario",23,60,180,3,1,6,10,7,4
"655","Mujer","Máster/Doctorado",69,270,300,5,4.5,5,7,7,5
"656","Mujer","Formación Profesional",50,60,240,4,1,2,6,9,4
"657","Hombre","Secundaria SUperior",26,60,840,14,1,2,4,8,5
"658","Mujer","Secundaria SUperior",57,60,NA,NA,1,2,8,9,5
"659","Hombre","Formación Profesional",78,120,180,3,2,3,7,4,2
"660","Hombre","Secundaria SUperior",54,60,480,8,1,0,3,8,3
"661","Mujer","Formación Profesional",65,15,30,0.5,0.25,2,6,6,4
"662","Hombre","Secundaria SUperior",72,120,60,1,2,4,4,2,4
"663","Mujer","Formación Profesional",30,20,120,2,0.33,2,7,8,4
"664","Mujer","Formación Profesional",41,20,630,10.5,0.33,2,5,5,4
"665","Mujer","Secundaria Inferior",77,70,NA,NA,1.17,4,6,5,4
"666","Hombre","Bachiller",48,60,30,0.5,1,3,9,6,3
"667",NA,"Formación Profesional",66,60,NA,NA,1,0,9,7,3
"668","Mujer","Primaria",71,90,NA,NA,1.5,7,4,5,3
"669","Hombre","Máster/Doctorado",40,30,40,0.67,0.5,1,5,7,4
"670","Mujer","Máster/Doctorado",83,210,300,5,3.5,5,5,3,3
"671","Hombre","Secundaria Inferior",57,5,NA,NA,0.08,0,1,9,4
"672","Mujer","Secundaria Inferior",45,180,300,5,3,2,3,5,4
"673","Hombre","Bachiller",60,60,150,2.5,1,4,8,9,3
"674","Mujer","Secundaria Inferior",64,10,NA,NA,0.17,0,2,7,4
"675","Hombre","Máster/Doctorado",54,120,480,8,2,6,9,7,4
"676","Hombre","Secundaria SUperior",56,30,NA,NA,0.5,5,7,7,4
"677","Mujer","Secundaria SUperior",47,30,150,2.5,0.5,4,7,10,5
"678","Mujer","Secundaria SUperior",56,60,180,3,1,2,9,9,4
"679","Mujer","Máster/Doctorado",36,10,720,12,0.17,2,7,7,5
"680","Mujer","Formación Profesional",44,60,180,3,1,3,8,4,4
"681","Hombre","Grado Universitario",61,70,NA,NA,1.17,6,8,7,4
"682","Mujer","Grado Universitario",NA,30,600,10,0.5,5,7,1,5
"683","Mujer","Secundaria Inferior",64,60,210,3.5,1,3,9,0,2
"684","Hombre","Bachiller",24,90,390,6.5,1.5,1,8,8,4
"685","Mujer","Máster/Doctorado",34,15,360,6,0.25,1,9,8,5
"686","Mujer","Máster/Doctorado",55,90,180,3,1.5,0,9,3,4
"687","Mujer","Secundaria SUperior",55,60,10,0.17,1,3,7,7,3
"688","Mujer","Grado Universitario",39,60,180,3,1,4,9,7,4
"689","Hombre","Secundaria Inferior",63,60,NA,NA,1,3,4,6,4
"690","Hombre","Secundaria SUperior",67,50,30,0.5,0.83,2,8,8,4
"691",NA,NA,NA,5,960,16,0.08,2,6,8,4
"692","Mujer","Formación Profesional",30,60,600,10,1,3,5,2,5
"693","Hombre","Secundaria SUperior",72,60,120,2,1,8,10,10,3
"694","Hombre","Secundaria SUperior",64,60,45,0.75,1,2,8,8,5
"695","Mujer","Secundaria SUperior",60,60,NA,NA,1,5,9,10,4
"696","Hombre","Bachiller",33,0,720,12,0,6,8,10,5
"697","Hombre","Bachiller",57,200,600,10,3.33,5,9,7,2
"698","Mujer","Secundaria SUperior",NA,310,150,2.5,5.17,0,2,10,5
"699","Mujer","Secundaria SUperior",61,60,60,1,1,2,8,8,5
"700","Hombre","Máster/Doctorado",61,110,120,2,1.83,2,6,6,4
"701","Mujer","Secundaria SUperior",53,60,360,6,1,5,7,9,5
"702","Mujer","Secundaria Inferior",16,15,NA,NA,0.25,0,1,8,5
"703","Hombre","Secundaria SUperior",53,90,330,5.5,1.5,4,5,8,5
"704","Mujer","Secundaria Inferior",61,60,30,0.5,1,1,3,9,3
"705","Mujer","Primaria",17,5,600,10,0.08,0,9,9,3
"706","Mujer","Secundaria SUperior",46,240,600,10,4,0,0,2,2
"707","Mujer","Secundaria SUperior",17,5,NA,NA,0.08,3,4,2,4
"708","Mujer","Formación Profesional",31,30,120,2,0.5,0,4,10,5
"709","Mujer","Bachiller",52,90,360,6,1.5,6,9,7,4
"710","Hombre","Grado Universitario",29,60,720,12,1,3,10,10,5
"711","Hombre","Máster/Doctorado",51,240,300,5,4,7,9,9,4
"712","Mujer","Secundaria SUperior",53,60,45,0.75,1,3,5,8,5
"713","Hombre","Bachiller",66,120,360,6,2,3,7,8,4
"714","Mujer","Formación Profesional",52,60,240,4,1,5,8,9,5
"715","Hombre","Secundaria SUperior",29,10,300,5,0.17,3,5,7,4
"716","Hombre","Máster/Doctorado",48,60,540,9,1,7,10,9,5
"717","Mujer","Formación Profesional",47,60,420,7,1,3,7,5,4
"718","Mujer","Secundaria SUperior",60,120,60,1,2,3,7,8,4
"719","Mujer","Grado Universitario",56,150,480,8,2.5,0,5,8,4
"720","Hombre","Secundaria SUperior",55,30,NA,NA,0.5,4,9,5,2
"721","Mujer","Máster/Doctorado",45,120,240,4,2,2,6,9,5
"722","Hombre","Máster/Doctorado",67,120,NA,NA,2,2,8,8,5
"723","Hombre","Máster/Doctorado",32,60,600,10,1,3,10,9,5
"724","Hombre","Formación Profesional",52,59,300,5,0.98,1,3,2,4
"725","Hombre","Secundaria SUperior",78,5,NA,NA,0.08,0,3,5,3
"726","Hombre","Secundaria SUperior",69,50,120,2,0.83,6,6,5,4
"727","Hombre","Bachiller",23,60,450,7.5,1,6,10,10,5
"728","Hombre","Formación Profesional",77,30,120,2,0.5,1,NA,0,3
"729","Hombre","Secundaria SUperior",46,30,90,1.5,0.5,8,9,7,4
"730","Mujer","Grado Universitario",31,20,300,5,0.33,3,10,10,5
"731","Mujer","Primaria",17,30,240,4,0.5,2,5,5,5
"732","Mujer","Secundaria Inferior",82,60,NA,NA,1,3,10,8,3
"733","Hombre","Máster/Doctorado",62,30,NA,NA,0.5,5,7,6,4
"734","Hombre","Formación Profesional",NA,150,180,3,2.5,5,9,8,4
"735","Mujer","Máster/Doctorado",51,60,150,2.5,1,1,8,5,5
"736","Hombre","Secundaria SUperior",28,15,240,4,0.25,0,3,10,4
"737","Hombre","Bachiller",74,60,NA,NA,1,2,5,9,5
"738","Hombre","Bachiller",24,25,120,2,0.42,7,10,8,5
"739","Hombre","Secundaria SUperior",30,60,30,0.5,1,1,6,9,5
"740","Hombre","Máster/Doctorado",45,210,120,2,3.5,1,8,1,4
"741","Hombre","Secundaria SUperior",78,120,60,1,2,6,8,10,4
"742","Mujer","Formación Profesional",66,150,330,5.5,2.5,6,9,5,4
"743","Mujer","Bachiller",23,30,180,3,0.5,6,10,9,4
"744","Hombre","Secundaria Inferior",81,90,NA,NA,1.5,6,8,7,2
"745","Hombre","Secundaria SUperior",59,120,120,2,2,5,8,10,5
"746","Hombre","Formación Profesional",69,90,30,0.5,1.5,5,9,10,3
"747","Mujer","Secundaria Inferior",76,300,60,1,5,5,6,10,3
"748","Mujer","Secundaria SUperior",67,60,NA,NA,1,3,5,7,4
"749","Mujer","Bachiller",17,90,180,3,1.5,5,4,6,5
